listing_id,artist,title,label,catalog_number,year,format,format_details,media_condition,sleeve_condition,price,status,ships_from,comments
3747969307,The All-Star Orchestra,Festival Time In Japan: Instrumental Hit Songs Of Modern Japan,49th State Hawaii Record Co.,EP 65,0,"7"", EP",,Very Good Plus (VG+),Very Good Plus (VG+),GBP 2.52,For Sale,United Kingdom,RARE - FIRST COPY ON DISCOGS.  SLEEVE IS OPEN ALONG THE TOP AND BOTTOM EDGES (LIKE A PROOF SLEEVE)
3747969349,Alvin Stardust,My Coo Ca Choo,Magnet (2),MAG 1,1973,"7"", Single, Whi",,Very Good Plus (VG+),Generic,GBP 1.13,For Sale,United Kingdom,VG++ VINYL (VERY LIGHT WEAR ONLY). CLEAN LABELS. COMPANY/BIRTH SLEEVE.
3747969373,Amazonas,Amazonas Play Santana,Stereo Gold Award,MER 377,1973,"LP, Yel",,Near Mint (NM or M-),Very Good Plus (VG+),GBP 2.49,For Sale,United Kingdom,"FRONT SLEEVE NM, REAR SLEEVE VG ( SMALL INTERNALLY REPAIRED OPEN EDGE TEAR).. VINYL LOOKS BARELY PLAYED."
3747969352,Alvin Stardust,Rock On With Alvin,Music For Pleasure,MFP 50464,1988,"LP, Album, Comp",,Near Mint (NM or M-),Very Good Plus (VG+),GBP 3.49,For Sale,United Kingdom,LOOKS UNPLAYED. THE UNCREASED SLEEVE HAS STICKERS AND TAPE ON IT.
3747969367,Alyn Ainsworth And His Orchestra*,West Side Story,Music For Pleasure,MFP 1070,1966,"LP, Album, Mono",,Near Mint (NM or M-),Very Good Plus (VG+),GBP 1.25,For Sale,United Kingdom,LOOKS UNPLAYED !
3747969334,Alvin Stardust,Good Love Can Never Die,Magnet (2),MAG 21,1975,"7"", Single, Sol",,Very Good Plus (VG+),Very Good Plus (VG+),GBP 0.75,For Sale,United Kingdom,A SMALL NUMBER WRITTEN IN THE TOP RIGHT CORNER.
3747969316,The Allisons,What A Mess / Lorraine,"Fontana, Fontana, Fontana","H.336, H 336, 267173 TF",1961,"7"", Single",,Very Good (VG),Good Plus (G+),GBP 0.95,For Sale,United Kingdom,
3747969337,Alvin Stardust,Good Love Can Never Die,Magnet (2),MAG 21,1975,"7"", Single, Sol",,Very Good Plus (VG+),Very Good (VG),GBP 0.75,For Sale,United Kingdom,
3747969301,All About Eve,Farewell Mr. Sorrow,"Mercury, Mercury","EVEN 14, 868 434-7",1991,"7"", Single, Sil",,Near Mint (NM or M-),Near Mint (NM or M-),GBP 0.53,For Sale,United Kingdom,
3747969292,Alison Moyet,Love Resurrection,"CBS, CBS","A 4497, A4497",1984,"7"", Single, Sun",,Near Mint (NM or M-),Very Good (VG),GBP 1.09,For Sale,United Kingdom,SCUFFED FRONT SLEEVE. MINT VINYL.
3747969358,Alvin Stardust,You You You,Magnet (2),MAG 13,1974,"7"", Single, Sol",,Near Mint (NM or M-),Generic,GBP 0.89,For Sale,United Kingdom,LOOKS UNPLAYED ! CLEAN LABELS - COMPANY SLEEVE. 
3747969280,Alice Cooper,Hello Hurray,"Warner Bros. Records, Warner Bros. Records","K 16248, WB 7673",1973,"7"", Single, Pus",,Very Good Plus (VG+),Generic,GBP 0.63,For Sale,United Kingdom,PLAYS EXCELLENT - CLEAN LABELS - COMPANY SLEEVE.
3747969376,Amazulu,Montego Bay,Island Records,IS 293,1986,"7"", Single, Swi",,Near Mint (NM or M-),Near Mint (NM or M-),GBP 3.0,For Sale,United Kingdom,THIN GLOSSY PAPER SLEEVE.
3747969370,The Amazing Bavarian Stompers,The Amazing Bavarian Stompers,Golden Hour,GH 597,1975,"LP, Album",,Near Mint (NM or M-),Near Mint (NM or M-),GBP 2.94,For Sale,United Kingdom,SIGNED ON THE BACK BY 4.
3747969340,Alvin Stardust,I Won't Run Away,Chrysalis,CHS 2829,1984,"7"", Single",,Very Good Plus (VG+),Very Good Plus (VG+),GBP 0.75,For Sale,United Kingdom,A SMALL NUMBER WRITTEN IN THE TOP RIGHT CORNER.
3747969361,Alvin Stardust,You You You,Magnet (2),MAG 13,1974,"7"", Single, Sol",,Very Good Plus (VG+),Generic,GBP 0.75,For Sale,United Kingdom,LIGHT WEAR ONLY - PLAYS EXCELLENT - CLEAN LABELS - COMPANY SLEEVE
3747969328,Alma Cogan,The Alma Cogan Collection,"One-Up, One-Up","OU 2168, 0C 054-06 356",1976,"LP, Comp",,Near Mint (NM or M-),Near Mint (NM or M-),GBP 2.37,For Sale,United Kingdom,TOP COPY FROM YOUR 100% TRUSTED SELLER ! LOOKS UNPLAYED !
3747969295,Alison Moyet,Raindancing,CBS,450152 1,1987,"LP, Album",,Very Good Plus (VG+),Very Good Plus (VG+),GBP 2.06,For Sale,United Kingdom,VG+ INNER (BOTTOM EDGE SPLIT) VG++ SLEEVE HAS THE HYPE STICKER.
3747969283,Alison Moyet,All Cried Out,"CBS, CBS","A 4757, A4757",1984,"7"", Single",,Near Mint (NM or M-),Very Good Plus (VG+),GBP 0.65,For Sale,United Kingdom,
3747969322,The Allman Brothers Band,"Win, Lose Or Draw",Capricorn Records,2476 116,1975,"LP, Album, Gat",,Very Good Plus (VG+),Near Mint (NM or M-),GBP 7.38,For Sale,United Kingdom,NM- VINYL. ONE SCUFF MARK ONLY. 
3747969379,Amazulu,Montego Bay,Island Records,IS 293,1986,"7"", Single, Swi",,Near Mint (NM or M-),Near Mint (NM or M-),GBP 3.0,For Sale,United Kingdom,THICK GLOSSY CARD SLEEVE. WOS.
3747969319,The Allisons,Words,"Fontana, Fontana","267145 TF, H.304",1961,"7"", Single",,Very Good Plus (VG+),Generic,GBP 0.63,For Sale,United Kingdom,CLEAN LABELS - COMPANY SLEEVE. 
3747969355,Alvin Stardust,Tell Me Why,Magnet (2),MAG 19,1974,"7"", Single, Sol",,Very Good Plus (VG+),Generic,GBP 0.75,For Sale,United Kingdom,LIGHT WEAR ONLY - PLAYS EXCELLENT - CLEAN LABELS - COMPANY SLEEVE
3747969310,Allan Sherman,Hello Muddah! Hello Fadduh! (A Letter From Camp),Warner Bros. Records,WB 106,1963,"7"", Single",,Very Good Plus (VG+),Generic,GBP 0.63,For Sale,United Kingdom,LIGHT WEAR ONLY - PLAYS EXCELLENT - CLEAN LABELS - COMPANY SLEEVE. CLASSIC CAMP/COMEDY RECORD.
3747969313,"Allan Smethurst, BBC Singing Postman*",Come Along A Me,"Ralph Tuck Promotions Ltd, Ralph Tuck Promotions Ltd","BEV EP 152, BEV EP 153",1964,"7"", EP",,Very Good (VG),Very Good (VG),GBP 1.25,For Sale,United Kingdom,UNUSUAL PLAIN BACK SLEEVE
3747969298,Alison Moyet,Weak In The Presence Of Beauty,"CBS, CBS","Moyet 2, MOYET 2",1987,"7"", Single",,Near Mint (NM or M-),Very Good Plus (VG+),GBP 1.5,For Sale,United Kingdom,A SMALL NUMBER WRITTEN IN THE TOP RIGHT CORNER.
3747969325,Alma Cogan,Second Collection,"One-Up, One-Up","OU 2213, 0C 054-06 808",1978,"LP, Comp",,Near Mint (NM or M-),Near Mint (NM or M-),GBP 3.49,For Sale,United Kingdom,TOP COPY FROM YOUR 100% TRUSTED SELLER !
3747969331,Alphaville,Big In Japan (Re-mix Version),WEA,24 9417-0,1984,"12"", Maxi",,Very Good Plus (VG+),Very Good Plus (VG+),GBP 10.55,For Sale,United Kingdom,VG++ VINYL (ONE LIGHT MARK ONLY). VG++ SLEEVE (LIGHT WEAR ONLY). ONLY UK SELLERS.
3747969343,Alvin Stardust,Jailhouse Rock,Magnet (2),12 DUST 1,1986,"12""",,Near Mint (NM or M-),Very Good Plus (VG+),GBP 1.25,For Sale,United Kingdom,VG++ VINYL (VERY LIGHT RECORD WEAR ONLY). HAS THE WHITE COO CA CHOO HYPE STICKER.
3747969289,Alison Moyet,Is This Love?,CBS,MOYET T1,1986,"12"", Single",,Near Mint (NM or M-),Very Good Plus (VG+),GBP 1.9,For Sale,United Kingdom,
3747969364,Alvino Rey And His Orchestra,"The Uncollected Alvino Rey, 1946",Hindsight Records (2),HSR-121,1978,"LP, Mono",,Near Mint (NM or M-),Near Mint (NM or M-),GBP 1.6,For Sale,United Kingdom,STILL IN SHRINK
3747969346,Alvin Stardust,My Coo Ca Choo,Magnet (2),MAG 1,1973,"7"", Pus",,Near Mint (NM or M-),Generic,GBP 1.37,For Sale,United Kingdom,GLOSSY VINYL - CLEAN LABELS - PLAIN SLEEVE - SUPERB !
3747969439,Andrew Lloyd Webber,Requiem,"His Master's Voice, His Master's Voice","ALW 1, EL 2702421",1985,"LP, Album",,Near Mint (NM or M-),Very Good Plus (VG+),GBP 1.25,For Sale,United Kingdom,THE SLEEVE IS UNCREASED ( HAS A SOME FOXING ON THE INNER GATEFOLD)
3747969400,Amii Stewart,Friends,"RCA, RCA","RCA 471, PB 6762",1984,"7"", Single",,Near Mint (NM or M-),Near Mint (NM or M-),GBP 1.68,For Sale,United Kingdom,LIKE NEW ! SUPERB !
3747969460,The Andrews Sisters,Great Golden Hits,Contour,2870-169,1972,"LP, Comp",,Near Mint (NM or M-),Near Mint (NM or M-),GBP 1.9,For Sale,United Kingdom,LOOKS UNPLAYED !
3747969490,Andy Williams,Almost There,CBS,BPG 62533,1965,"LP, Album, Mono",,Near Mint (NM or M-),Near Mint (NM or M-),GBP 1.25,For Sale,United Kingdom,
3747969451,Andrew Lloyd Webber And Tim Rice,Evita,"MCA Records, MCA Records","MCX 503, 0C 156-98 344/5",1976,"2xLP, Album, Gat",,Near Mint (NM or M-),Near Mint (NM or M-),GBP 11.43,For Sale,United Kingdom,EXCELLENT PLUS BOOKLET.
3747969424,Andrew Gold,Never Let Her Slip Away,Asylum Records,K 13111,1978,"7"", Single",,Near Mint (NM or M-),No Cover,GBP 1.5,For Sale,United Kingdom,UPGRADE A TIRED COPY.
3747969487,Andy Williams,(Where Do I Begin) Love Story,CBS,CBS S 7020,1971,"7"", Single, Kno",,Near Mint (NM or M-),Generic,GBP 2.06,For Sale,United Kingdom,FROM A LARGE COLLECTION OF UNPLAYED/BARELY PLAYED 60'S &amp; 70'S SINGLES WERE ARE LISTING THIS AUTUMN (2024). CLEAN LABELS. COMPANY/BIRTH  SLEEVE.
3747969397,The American Breed,"Bend Me, Shape Me ",Stateside,SS 2078,1968,"7"", Single, Sol",,Near Mint (NM or M-),Generic,GBP 5.6,For Sale,United Kingdom,GLOSSY VINYL - SCUFFED LABEL - COMPANY SLEEVE - SUPERB !
3747969496,Andy Williams,Andy Williams' Greatest Hits,"CBS, CBS","63920, S 63920",1970,"LP, Comp",,Near Mint (NM or M-),Near Mint (NM or M-),GBP 2.92,For Sale,United Kingdom,
3747969391,America (2),Harbor,Warner Bros. Records,BSK 3017,1977,"LP, Album, Jac",,Very Good Plus (VG+),Very Good Plus (VG+),GBP 2.78,For Sale,United Kingdom,VG- INNER BOTTOM EDGE REPAIRED SPLIT. SAW CUT IMPORT SLEEVE.
3747969472,Andy Kim,"Baby, I Love You ",Steed Records,45-716,1969,"7"", Single",,Near Mint (NM or M-),Generic,GBP 5.03,For Sale,United Kingdom,EXACT MATCH TO DISCOGS LABEL PHOTOS. CLEAN LABELS. PLAIN SLEEVE.
3747969433,Andrew Lloyd Webber,Aspects Of Love,"Really Useful Records, Polydor",841 126-1,1989,"2xLP, Album, Gat",,Near Mint (NM or M-),Near Mint (NM or M-),GBP 1.25,For Sale,United Kingdom,NM INNERS. NO BOOKLET.
3747969412,Amii Stewart,Light My Fire/137 Disco Heaven,"Atlantic, Hansa Records",K 11278,1979,"7"", Single",,Near Mint (NM or M-),Generic,GBP 1.13,For Sale,United Kingdom,LOOKS UNPLAYED ! CLEAN LABELS - PLAIN SLEEVE.
3747969484,Andy Stewart,Dr. Finlay / Oh! What A Ceilidh,His Master's Voice,POP 1454,1965,"7"", Single",,Near Mint (NM or M-),Generic,GBP 1.9,For Sale,United Kingdom,LOOKS UNPLAYED ! CLEAN LABELS - COMPANY SLEEVE.  SUPERB !
3747969415,Amii Stewart,The Letter / Paradise Bird,"Atlantic, Hansa Records",K 11424,1980,"7"", Single",,Near Mint (NM or M-),Near Mint (NM or M-),GBP 1.68,For Sale,United Kingdom,LIKE NEW ! SUPERB !
3747969382,Amazulu,Too Good To Be Forgotten,Island Records,IS 284,1986,"7"", Single",,Near Mint (NM or M-),Very Good Plus (VG+),GBP 2.67,For Sale,United Kingdom,NM- SLEEVE
3747969385,Ambrose & His Orchestra Featuring Vera Lynn,Ambrose And His Orchestra Featuring Vera Lynn,Decca,RFL 10,1981,"LP, Album, Comp",,Near Mint (NM or M-),Near Mint (NM or M-),GBP 1.6,For Sale,United Kingdom,LOOKS BARELY PLAYED - IF AT ALL.  FROM A WONDERFUL JAZZ COLLECTION WE ARE LISTING THIS MONTH. BEST ON DISCOGS !
3747969493,Andy Williams,Andy Williams Favourites Volume 1,CBS,EP 6054,1965,"7"", EP",,Very Good Plus (VG+),Near Mint (NM or M-),GBP 0.65,For Sale,United Kingdom,Writing on the rear sleeve. 
3747969394,America (2),Hideaway,Warner Bros. Records,BS 2932,1976,"LP, Album, Win",,Near Mint (NM or M-),Near Mint (NM or M-),GBP 3.17,For Sale,United Kingdom,NM INNER.  SAW CUT (8MM) IMPORT.
3747969469,Andy Fairweather-Low,Wide Eyed And Legless,A&M Records,AMS 7202,1975,"7"", Single, Pus",,Near Mint (NM or M-),Generic,GBP 1.5,For Sale,United Kingdom,GLOSSY VINYL - CLEAN LABELS - COMPANY SLEEVE - SUPERB !
3747969436,Andrew Lloyd Webber,Cats,Polydor,CATX 001,1981,2xLP,,Very Good Plus (VG+),Very Good Plus (VG+),GBP 4.03,For Sale,United Kingdom,NM- VINYL. VG++ SLEEVE.  HYPE STICKER. BILBO ‧ TA1PE MATRIX.
3747969409,Amii Stewart,Knock On Wood (Ash 48) / Light My Fire (137 Disco Heaven),Sedition,EDIT 3303,1985,"7"", Single",,Very Good Plus (VG+),No Cover,GBP 0.53,For Sale,United Kingdom,
3747969454,Andrew Lloyd Webber And Tim Rice,Evita,"MCA Records, MCA Records","MCX 503, 0C 156-98 344/5",1976,"2xLP, Album, Gat",,Near Mint (NM or M-),Very Good Plus (VG+),GBP 4.1,For Sale,United Kingdom,VG+ BOOKLET. 
3747969406,Amii Stewart,Friends,"RCA, RCA","RCA 471, PB 6762",1984,"7"", Single",,Near Mint (NM or M-),Near Mint (NM or M-),GBP 1.5,For Sale,United Kingdom,CENTRE CUT FOR JUKEBOX USE
3747969388,Amen Corner,(If Paradise Is) Half As Nice,Immediate,IM 073,1969,"7"", Single, Mono",,Very Good Plus (VG+),Generic,GBP 2.37,For Sale,United Kingdom,LIGHT WEAR ONLY - PLAYS EXCELLENT - CLEAN LABELS - COMPANY SLEEVE
3747969442,Andrew Lloyd Webber,Variations,"MCA Records, MCA Records, MCA Records","MCF 2824, 0C 062-60 397, MCA 2332",1978,"LP, Album",,Very Good Plus (VG+),Near Mint (NM or M-),GBP 2.34,For Sale,United Kingdom,VG+ INNER. 
3747969403,Amii Stewart,Friends,"RCA, RCA","RCA 471, PB 6762",1984,"7"", Single",,Very Good Plus (VG+),Very Good (VG),GBP 0.75,For Sale,United Kingdom,SIDE ONE IS NM. SIDE TWO IS VG++.  
3747969466,Andy Fairweather Low*,Reggae Tune,A&M Records,AMS 7129,1974,"7"", Single, Sol",,Near Mint (NM or M-),Generic,GBP 0.85,For Sale,United Kingdom,GLOSSY VINYL - CLEAN LABELS - COMPANY SLEEVE - SUPERB !
3747969418,André Previn,Elmer Gantry Part 2 (Soundtrack),London Records,RE-T 1272,1960,"7"", EP",,Very Good Plus (VG+),Very Good Plus (VG+),GBP 12.03,For Sale,United Kingdom,LIGHT WEAR ONLY - PLAYS EXCELLENT. VG++ SLEEVE.
3747969478,Andy Stewart,A Scottish Soldier,Top Rank International,JAR-512,1960,"7"", Single",,Near Mint (NM or M-),Generic,GBP 0.63,For Sale,United Kingdom,THE FULL GLOSS VINYL LOOKS BARELY PLAYED - IF AT ALL. CLEAN LABELS. COMPANY SLEEVE. 
3747969427,Andrew Gold,Thank You For Being A Friend / Lonely Boy,Asylum Records,E-45087,0,"7"", Single",,Near Mint (NM or M-),Generic,GBP 1.6,For Sale,United Kingdom,GLOSSY VINYL - CLEAN LABELS - EX+ COMPANY SLEEVE - SUPERB !
3747969463,The Andrews Sisters,Great Golden Hits,Contour,2870-169,1972,"LP, Comp",,Near Mint (NM or M-),Near Mint (NM or M-),GBP 1.6,For Sale,United Kingdom,SOUGHT AFTER LP. 
3747969457,Tim Rice And Andrew Lloyd Webber*,Joseph And The Amazing Technicolor Dreamcoat,"MCA Records, MCA Records, MCA Records","MCF 2544, OC 062 ◦ 95325, MAPS 7277 ",1974,"LP, Album",,Near Mint (NM or M-),Very Good Plus (VG+),GBP 3.23,For Sale,United Kingdom,COOL BILL TIDY SLEEVE. NM BOOKLET.
3747969421,Andrew Gold,Lonely Boy,Asylum Records,W13078,1976,"7""",,Very Good Plus (VG+),No Cover,GBP 1.83,For Sale,United Kingdom,
3747969448,Andrew Lloyd Webber And Tim Rice,Evita,"MCA Records, MCA Records","MCX 503, MCA 2-11003",0,"2xLP, Album, RE, Gat",,Very Good Plus (VG+),Very Good Plus (VG+),GBP 9.43,For Sale,United Kingdom,NM BOOKLET. BLUE MCA RAINBOW LABELS. BARCODE MATCH.
3747969475,Andy Kim,Rock Me Gently,Capitol Records,CL 15787,1974,"7""",,Very Good Plus (VG+),Generic,GBP 1.13,For Sale,United Kingdom,NM- VINYL. CLEAN DINKED LABELS - PLAIN SLEEVE.
3747969550,Angela Rippon,Shape Up & Dance Volume 2,Lifestyle Records (2),LEG 2,1982,LP,,Near Mint (NM or M-),Near Mint (NM or M-),GBP 1.9,For Sale,United Kingdom,NM BOOKLET. LIKE NEW !!
3747969565,Anita Harris,Trains And Boats And Planes,Pye Records,7N.15868,1965,"7"", Single",,Near Mint (NM or M-),Generic,GBP 7.98,For Sale,United Kingdom,GLOSSY VINYL - CLEAN LABELS - COMPANY SLEEVE - SUPERB !
3747969520,Andy Williams,In The Arms Of Love,CBS,202300,1966,"7"", Kno",,Very Good Plus (VG+),Generic,GBP 1.65,For Sale,United Kingdom,LIGHT WEAR ONLY - PLAYS EXCELLENT - CLEAN LABELS - COMPANY SLEEVE
3747969523,Andy Williams,Let's Love While We Can,CBS,S CBS 84136,1980,"LP, Album",,Very Good Plus (VG+),Near Mint (NM or M-),GBP 1.9,For Sale,United Kingdom,TWO LIGHT MARKS ONLY.
3747969541,"Andy Williams, The Living Strings*",Andy Williams Sings The Living Strings Play,RCA International (Camden),INTS 1330,1972,"LP, Comp",,Near Mint (NM or M-),Near Mint (NM or M-),GBP 1.9,For Sale,United Kingdom,LIKE NEW ! STUNNING !
3747969511,Andy Williams,Hawaiian Wedding Song,Hallmark Records,SHM 869,0,"LP, Album, RE",,Near Mint (NM or M-),Near Mint (NM or M-),GBP 1.25,For Sale,United Kingdom,LIKE NEW ! STUNNING !
3747969553,The Angels (3),I Adore Him / My Boyfriend's Back,Smash Records (4),S-1407,0,"7"", Single",,Near Mint (NM or M-),Generic,GBP 8.41,For Sale,United Kingdom,RARE - ONLY COPY ON DISCOGS.  GLOSSY VINYL - CLEAN LABELS - PLAIN SLEEVE - SUPERB !
3747969517,Andy Williams,Home Lovin' Man,"CBS, CBS, CBS","S 64286, 64286, KC 30497",1971,"LP, Album",,Very Good Plus (VG+),Near Mint (NM or M-),GBP 4.27,For Sale,United Kingdom,ONE LIGHT MARK ONLY. 
3747969508,Andy Williams,Can't Help Falling In Love,"CBS, CBS","S 64067, 64067",1970,"LP, Album, Gat",,Very Good Plus (VG+),Near Mint (NM or M-),GBP 2.54,For Sale,United Kingdom,LIGHT WEAR ONLY - PLAYS EXCELLENT.
3747969499,Andy Williams,Andy Williams' Greatest Hits,"CBS, CBS","63920, S 63920",1970,"LP, Comp",,Very Good Plus (VG+),Near Mint (NM or M-),GBP 2.54,For Sale,United Kingdom,LIGHT WEAR ONLY - PLAYS EXCELLENT.
3747969514,Andy Williams,Home Lovin' Man,"CBS, CBS, CBS","S 64286, 64286, KC 30497",1971,"LP, Album",,Near Mint (NM or M-),Near Mint (NM or M-),GBP 2.27,For Sale,United Kingdom,LOOKS UNPLAYED !
3747969562,Anita Dobson And The Simon May Orchestra,Anyone Can Fall In Love,BBC Records And Tapes,RESL 191,1986,"7"", Single",,Near Mint (NM or M-),Generic,GBP 0.98,For Sale,United Kingdom,LOOKS UNPLAYED ! CLEAN LABELS - PLAIN SLEEVE.
3747969589,Arpeggio (2),Love And Desire,Polydor,POSP 40,1979,"7""",,Very Good Plus (VG+),Generic,GBP 0.53,For Sale,United Kingdom,Two light marks on the vinyl only - Clean labels - Plain sleeve.
3747969526,Andy Williams,"Love Theme From ""The Godfather"" ","CBS, CBS","64869, S 64869",1972,"LP, Album",,Near Mint (NM or M-),Very Good Plus (VG+),GBP 3.0,For Sale,United Kingdom,
3747969529,Andy Williams,Showstoppers,"Embassy, Embassy","EMB 31088, CS 9005",1974,"LP, Comp",,Very Good Plus (VG+),Near Mint (NM or M-),GBP 1.68,For Sale,United Kingdom,VG++ VINYL (ONE VERY LIGHT MARK ON EACH SIDE ONLY). 
3747969547,Angela Rippon,Angela Rippon Reads Victoria Plum Stories,Philips,6381 043,1981,LP,,Near Mint (NM or M-),Near Mint (NM or M-),GBP 4.45,For Sale,United Kingdom,NM COLORING SHEET INSERT.
3747969538,Andy Williams,The Other Side Of Me,"CBS, CBS","CBS 69152, S 69152",1975,"LP, Album",,Near Mint (NM or M-),Near Mint (NM or M-),GBP 1.25,For Sale,United Kingdom,
3747969574,Anne Shelton,The Angels Lullaby / Where Can I Go,Philips,45-PB.994,1960,"7"", Single",,Very Good Plus (VG+),Generic,GBP 1.25,For Sale,United Kingdom,CLEAN LABELS - PLAIN SLEEVE.
3747969535,Andy Williams,The Andy Williams Christmas Album,"Hallmark Records, Pickwick Records",SHM 888,0,"LP, Album, RE",,Near Mint (NM or M-),Very Good Plus (VG+),GBP 2.98,For Sale,United Kingdom,CLASSIC XMAS SONGS.
3747969577,Anne-Marie David,Wonderful Dream,Epic,S EPC 1446,1973,"7"", Single, Mono, Pus",,Very Good Plus (VG+),Generic,GBP 0.63,For Sale,United Kingdom,NM- VINYL. ONE LIGHT MARK ONLY. CLEAN LABELS. COMPANY/BIRTH SLEEVE.
3747969586,Aretha*,Who's Zoomin' Who,Arista,ARIST 633,1985,"7"", Single",,Very Good Plus (VG+),Very Good Plus (VG+),GBP 1.5,For Sale,United Kingdom,SIDE ONE IS NM. SIDE TWO IS VG++.  
3747969598,Art And Dotty Todd,Chanson D'Amour (Song Of Love),London Records,45-HLB 8620,1958,"7"", Single",,Very Good Plus (VG+),Generic,GBP 2.52,For Sale,United Kingdom,VG++ VINYL (VERY LIGHT WEAR ONLY). CLEAN LABELS. COMPANY/BIRTH SLEEVE.
3747969592,Arrogance (5),Knights Of Dreams,Numero Group,NUM1248,2016,"LP, Album",,Mint (M),Mint (M),GBP 11.43,For Sale,United Kingdom,NEW/SEALED. GET THE BEST COPY FROM YOUR 100% TRUSTED UK SELLER. WE GUARANTEE A HASSLE FREE PURCHASE - EVERY TIME ! WE ARE THE ONLY UK SELLERS OF THIS ONE SEALED.
3747969505,Andy Williams,Can't Help Falling In Love,"CBS, CBS","S 64067, 64067",1970,"LP, Album, Gat",,Very Good Plus (VG+),Very Good Plus (VG+),GBP 2.19,For Sale,United Kingdom,NM-/NM- . A LOVELY EXAMPLE.
3747969571,Ann Breen,Pal Of My Cradle Days,Homespun Records,HS 052,1982,"7"", Single",,Very Good Plus (VG+),Very Good (VG),GBP 4.45,For Sale,United Kingdom,SIGNED ! VG++ vinyl.
3747969559,Anita Dobson And The Simon May Orchestra,Anyone Can Fall In Love,BBC Records And Tapes,RESL 191,1986,"7"", Single",,Near Mint (NM or M-),Generic,GBP 0.89,For Sale,United Kingdom,GLOSSY VINYL - CLEAN LABELS - COMPANY SLEEVE - SUPERB !
3747969544,Aneka,Japanese Boy,Ariola Hansa,HANSA 5,1981,"7"", Single, Pap",,Near Mint (NM or M-),Generic,GBP 1.13,For Sale,United Kingdom,GLOSSY VINYL - CLEAN LABELS - PLAIN SLEEVE - SUPERB !
3747969580,Anthony Newley,Mr. Personality,Decca,TAB 84 (820 219-1),1985,"LP, Comp, Mono",,Near Mint (NM or M-),Very Good Plus (VG+),GBP 1.9,For Sale,United Kingdom,LOOKS BARELY PLAYED - IF AT ALL. 
3747969568,Anita Ward,Ring My Bell,Juana,3422,1979,"7"", Single, Styrene, She",,Near Mint (NM or M-),Generic,GBP 2.92,For Sale,United Kingdom,THE FULL GLOSS VINYL LOOKS BARELY PLAYED - IF AT ALL. CLEAN LABEL. PLAIN SLEEVE. SUPERB! AM IN THE RUN OFFS.
3747969556,The Animals,The Night,"Illegal Records (2), Illegal Records (2)","A-3670, ILSA 3670",1983,"7"", Single",,Near Mint (NM or M-),Very Good Plus (VG+),GBP 7.38,For Sale,United Kingdom,LOOKS UNPLAYED ! VG++ SLEEVE. 
3747969532,Andy Williams,The Andy Williams Album,CBS,SPR 66,1972,"LP, Comp",,Near Mint (NM or M-),Very Good Plus (VG+),GBP 2.27,For Sale,United Kingdom,LOOKS UNPLAYED !
3747969652,Artie Shaw And His Orchestra,Artie Shaw,Everest Records (5),CBR 1013,1984,"LP, Comp",,Very Good Plus (VG+),Near Mint (NM or M-),GBP 1.5,For Sale,United Kingdom,ONE LIGHT SCUFF ONLY. 
3747969616,Art Garfunkel,Fate For Breakfast,"CBS, CBS","CBS 86082, JC 35780",1979,"LP, Album",,Near Mint (NM or M-),Near Mint (NM or M-),GBP 8.59,For Sale,United Kingdom,NM INNER. A-4 B-6 MATRIX.
3747969631,Art Garfunkel,Watermark,CBS,86054,1978,"LP, Album",,Near Mint (NM or M-),Near Mint (NM or M-),GBP 4.27,For Sale,United Kingdom,NM INNER. A3 B3 MATRIX.
3747969646,Arthur Tracy,Give Me  a Heart To Sing,Recollections,RECDL 5,1986,"2xLP, Mono",,Near Mint (NM or M-),Very Good Plus (VG+),GBP 3.17,For Sale,United Kingdom,LOOKS UNPLAYED ! SLEEVE IS VG++. RARE - FIRST COPY ON DISCOGS.
3747969658,Artie Shaw And His Orchestra,Star Dust,"RCA, RCA Victor","RCX-1061, RCX 1061",0,"7"", EP, RE, M/T",,Very Good (VG),Very Good Plus (VG+),GBP 3.31,For Sale,United Kingdom,WITH THE ADDED CHARM OF LIGHT BACKGROUND CRACKLE. M/T LABEL ISSUE.
